,location,total_sqft,bath,price,bhk
4434,Thanisandra,662.0,1.0,38.0,1
4437,Thanisandra,1098.0,2.0,71.0,2
4439,Thanisandra,1732.0,3.0,112.0,3
4440,Thanisandra,933.0,1.0,61.0,1
4441,Thanisandra,1702.0,3.0,107.0,3
4442,Thanisandra,2030.0,4.0,125.0,3
4445,Thanisandra,1595.0,3.0,96.0,3
4447,Thanisandra,1261.0,2.0,80.0,3
4448,Thanisandra,1884.0,4.0,117.0,3
4450,Thanisandra,1930.0,4.0,122.0,3
4452,Thanisandra,1930.0,4.0,120.0,3
4453,Thanisandra,1801.0,3.0,115.0,3
4454,Thanisandra,1806.0,6.0,116.0,3
4455,Thanisandra,3671.0,4.0,220.0,4
4456,Thanisandra,1965.0,4.0,125.0,3
4457,Thanisandra,1573.0,3.0,100.0,3
4459,Thigalarapalya,3122.0,6.0,230.0,4
4460,Thigalarapalya,3122.0,6.0,235.0,4
4462,Thigalarapalya,1418.0,2.0,103.0,2
4463,Thigalarapalya,1418.0,2.0,101.0,2
4464,Thigalarapalya,1418.0,2.0,104.0,2
4467,Thigalarapalya,1418.0,2.0,103.0,2
4469,Thigalarapalya,1418.0,2.0,106.0,2
4471,Thigalarapalya,1418.0,2.0,104.0,2
4472,Thigalarapalya,3122.0,6.0,237.0,4
4473,Thigalarapalya,1418.0,2.0,105.0,2
4474,Thigalarapalya,1418.0,2.0,104.0,2
4476,Thigalarapalya,1418.0,2.0,106.0,2
4477,Thigalarapalya,2072.0,4.0,155.0,3
4478,Thigalarapalya,1830.0,4.0,135.0,3
4479,Thigalarapalya,1418.0,2.0,105.0,2
4481,Thigalarapalya,2072.0,4.0,155.0,3
4482,Thigalarapalya,3122.0,6.0,235.0,4
4483,Thigalarapalya,2072.0,4.0,153.0,3
4484,Thigalarapalya,2072.0,4.0,157.0,3
4485,Thigalarapalya,1418.0,2.0,105.0,2
4486,Thigalarapalya,3362.0,5.0,249.0,4
4490,Thigalarapalya,1400.0,2.0,105.0,2
4492,Thigalarapalya,1297.0,2.0,98.0,2
4493,Thubarahalli,3800.0,4.0,239.0,4
4494,Thubarahalli,1200.0,2.0,78.0,2
4495,Thubarahalli,1128.0,2.0,75.0,2
4496,Thubarahalli,1085.0,2.0,70.0,2
4497,Thubarahalli,1216.0,2.0,80.0,2
4498,Thubarahalli,1200.0,2.0,79.0,2
4499,Thubarahalli,1200.0,2.0,80.0,2
4500,Thubarahalli,1200.0,2.0,79.55,2
4502,Thubarahalli,2625.0,3.0,175.0,3
4505,Thyagaraja Nagar,2000.0,4.0,145.0,5
4506,Thyagaraja Nagar,1270.0,2.0,95.25,3
4507,Thyagaraja Nagar,1040.0,2.0,68.0,2
4508,Tindlu,7500.0,7.0,400.0,7
4509,Tindlu,1165.0,2.0,59.8,2
4510,Tindlu,1050.0,2.0,55.0,2
4511,Tindlu,1100.0,2.0,55.0,2
4515,Tumkur Road,1098.0,2.0,72.0,2
4516,Tumkur Road,1354.0,3.0,90.0,3
4517,Tumkur Road,1240.0,2.0,84.0,3
4518,Tumkur Road,1239.0,2.0,82.0,2
4519,Tumkur Road,1246.0,2.0,82.0,2
4520,Tumkur Road,1500.0,3.0,100.0,3
4521,Tumkur Road,1416.0,3.0,94.0,3
4522,Tumkur Road,1027.0,2.0,68.62,2
4523,Tumkur Road,1459.0,2.0,95.0,3
4524,Tumkur Road,992.0,2.0,60.0,2
4526,Tumkur Road,1441.0,2.0,95.0,3
4527,Tumkur Road,1240.0,2.0,83.0,3
4528,Tumkur Road,1027.0,2.0,67.0,2
4530,Ulsoor,2135.0,3.0,215.0,3
4531,Ulsoor,1275.0,2.0,120.0,2
4532,Ulsoor,1180.0,2.0,100.0,2
4533,Ulsoor,1500.0,2.0,125.0,3
4534,Ulsoor,2000.0,3.0,185.0,3
4535,Ulsoor,1255.0,2.0,120.0,2
4536,Ulsoor,2135.0,3.0,170.0,3
4537,Uttarahalli,1440.0,2.0,62.0,3
4538,Uttarahalli,1143.0,2.0,45.0,2
4539,Uttarahalli,1020.0,2.0,45.0,2
4540,Uttarahalli,1101.0,2.0,45.0,2
4541,Uttarahalli,1175.0,2.0,47.0,2
4542,Uttarahalli,1390.0,2.0,62.55,3
4543,Uttarahalli,1330.0,2.0,56.0,3
4544,Uttarahalli,1008.0,2.0,45.0,2
4545,Uttarahalli,1390.0,2.0,60.47,3
4546,Uttarahalli,1617.0,3.0,66.68,3
4547,Uttarahalli,1150.0,2.0,49.0,2
4548,Uttarahalli,1330.0,2.0,56.0,3
4549,Uttarahalli,1200.0,2.0,44.0,2
4550,Uttarahalli,993.0,2.0,39.71,2
4551,Uttarahalli,1045.0,2.0,45.0,2
4552,Uttarahalli,850.0,2.0,37.93,2
4553,Uttarahalli,1345.0,2.0,57.0,3
4554,Uttarahalli,1089.0,2.0,43.55,2
4555,Uttarahalli,1279.0,2.0,48.0,2
4557,Uttarahalli,1425.0,2.0,64.0,3
4558,Uttarahalli,1050.0,2.0,42.0,2
4559,Uttarahalli,1300.0,2.0,55.0,3
4560,Uttarahalli,1250.0,2.0,55.0,3
4561,Uttarahalli,1200.0,3.0,50.0,3
4562,Uttarahalli,1085.0,2.0,43.0,2
4564,Uttarahalli,1175.0,2.0,47.0,2
4565,Uttarahalli,1175.0,2.0,47.0,2
4566,Uttarahalli,1215.0,2.0,52.85,3
4568,Uttarahalli,1325.0,2.0,53.0,2
4569,Uttarahalli,850.0,2.0,35.0,2
4571,Uttarahalli,1360.0,2.0,61.2,3
4572,Uttarahalli,1134.0,2.0,45.36,2
4573,Uttarahalli,1320.0,2.0,55.44,3
4574,Uttarahalli,1390.0,2.0,61.16,3
4575,Uttarahalli,1090.0,2.0,45.0,2
4576,Uttarahalli,1050.0,2.0,42.0,2
4577,Uttarahalli,1123.0,2.0,48.0,2
4578,Uttarahalli,1329.0,2.0,56.0,3
4579,Uttarahalli,938.0,2.0,35.0,2
4580,Uttarahalli,1100.0,1.0,45.0,2
4581,Uttarahalli,1125.0,2.0,47.0,2
4583,Uttarahalli,1390.0,2.0,62.55,3
4585,Uttarahalli,1160.0,2.0,45.0,2
4587,Uttarahalli,1190.0,2.0,53.55,2
4588,Uttarahalli,1330.0,2.0,57.0,3
4590,Uttarahalli,1125.0,2.0,48.0,2
4591,Uttarahalli,1320.0,2.0,55.44,3
4594,Uttarahalli,1065.0,2.0,42.59,2
4595,Uttarahalli,1075.0,2.0,46.76,2
4597,Uttarahalli,1215.0,2.0,52.85,3
4600,Uttarahalli,1002.0,2.0,40.08,2
4601,Uttarahalli,1002.0,2.0,40.08,2
4602,Uttarahalli,1075.0,2.0,40.0,2
4604,Uttarahalli,1125.0,2.0,47.65,2
4605,Uttarahalli,1300.0,2.0,55.0,2
4606,Uttarahalli,1125.0,2.0,47.0,2
4609,Uttarahalli,1175.0,2.0,47.0,2
4610,Uttarahalli,1525.0,2.0,62.82,3
4612,Uttarahalli,1213.0,2.0,48.0,2
4614,Uttarahalli,900.0,2.0,35.0,2
4615,Uttarahalli,1065.0,2.0,42.6,2
4617,Uttarahalli,1125.0,2.0,47.0,2
4618,Uttarahalli,1270.0,2.0,55.25,3
4619,Uttarahalli,1270.0,2.0,55.25,3
4620,Uttarahalli,1107.0,2.0,45.0,2
4621,Uttarahalli,1500.0,3.0,68.0,3
4622,Uttarahalli,1120.0,2.0,50.0,2
4623,Uttarahalli,1150.0,2.0,46.0,2
4624,Uttarahalli,1330.0,2.0,58.0,3
4626,Uttarahalli,1050.0,2.0,42.0,2
4627,Uttarahalli,1125.0,2.0,48.0,2
4628,Uttarahalli,1345.0,2.0,57.0,3
4629,Uttarahalli,1345.0,2.0,57.0,3
4631,Uttarahalli,1000.0,2.0,39.5,2
4632,Uttarahalli,1125.0,1.0,45.0,2
4635,Uttarahalli,1330.0,2.0,57.0,3
4636,Uttarahalli,1125.0,2.0,47.0,2
4637,Uttarahalli,1165.0,1.0,42.09,2
4638,Uttarahalli,1260.0,2.0,55.0,2
4639,Uttarahalli,1284.0,2.0,53.36,2
4640,Uttarahalli,1150.0,2.0,45.99,2
4641,Uttarahalli,1290.0,2.0,56.12,3
4642,Uttarahalli,1328.0,2.0,56.0,3
4643,Uttarahalli,1290.0,2.0,56.12,3
4645,Uttarahalli,1075.0,2.0,46.76,2
4646,Uttarahalli,1345.0,2.0,57.0,3
4647,Varthur,1160.0,2.0,44.0,2
4649,Varthur,1024.0,2.0,42.0,2
4650,Varthur,1112.0,2.0,40.0,2
4651,Varthur,1055.0,2.0,45.35,2
4652,Varthur,1280.0,2.0,65.0,2
4653,Varthur,977.0,2.0,36.0,2
4654,Varthur,1111.0,2.0,41.88,2
4655,Varthur,1140.0,2.0,55.5,2
4656,Varthur,1090.0,2.0,48.0,2
4657,Varthur,1450.0,3.0,71.0,3
4658,Varthur,1210.0,2.0,60.0,2
4659,Varthur,1070.0,2.0,46.0,2
4660,Varthur,1120.0,2.0,44.24,2
4661,Varthur,1085.0,2.0,45.0,2
4662,Varthur,1250.0,2.0,47.0,2
4664,Varthur,1155.0,2.0,60.0,2
4665,Varthur,1180.0,2.0,55.0,2
4667,Varthur,1045.0,2.0,40.65,2
4669,Varthur,1210.0,2.0,64.15,2
4670,Varthur,1760.0,2.0,85.0,2
4671,Varthur,1210.0,2.0,54.0,2
4672,Varthur,1112.0,2.0,40.0,2
4675,Varthur Road,1050.0,2.0,42.7,2
4676,Varthur Road,1255.0,2.0,52.76,2
4677,Varthur Road,1033.0,2.0,32.0,2
4678,Varthur Road,1140.0,2.0,49.11,2
4679,Vasanthapura,1135.0,2.0,39.73,2
4680,Vasanthapura,995.0,2.0,34.82,2
4681,Vasanthapura,995.0,2.0,34.82,2
4682,Vasanthapura,1037.0,2.0,36.28,2
4683,Vasanthapura,978.0,2.0,34.22,2
4684,Vasanthapura,1037.0,2.0,36.28,2
4685,Vidyaranyapura,1200.0,2.0,55.0,2
4687,Vidyaranyapura,1060.0,2.0,55.0,2
4688,Vidyaranyapura,1100.0,2.0,54.0,2
4689,Vidyaranyapura,1440.0,2.0,70.0,3
4690,Vidyaranyapura,1100.0,2.0,54.0,2
4692,Vidyaranyapura,945.0,2.0,40.0,2
4693,Vidyaranyapura,1100.0,2.0,54.0,2
4694,Vidyaranyapura,1200.0,2.0,65.0,3
4695,Vidyaranyapura,1200.0,2.0,52.0,2
4696,Vidyaranyapura,1050.0,2.0,50.0,2
4697,Vidyaranyapura,1188.0,2.0,50.0,2
4698,Vidyaranyapura,2400.0,5.0,135.0,4
4699,Vidyaranyapura,1200.0,2.0,60.5,2
4700,Vijayanagar,1704.0,3.0,110.0,3
4701,Vijayanagar,1933.0,3.0,129.0,3
4702,Vijayanagar,1450.0,3.0,100.0,3
4703,Vijayanagar,1826.0,3.0,121.0,3
4704,Vijayanagar,1739.0,3.0,116.0,3
4705,Vijayanagar,1490.0,3.0,100.0,3
4706,Vijayanagar,1180.0,2.0,65.0,2
4707,Vijayanagar,606.0,1.0,34.78,1
4708,Vijayanagar,1527.0,3.0,115.0,3
4709,Vijayanagar,989.0,2.0,60.0,2
4710,Vijayanagar,1520.0,2.0,103.0,3
4711,Vijayanagar,1749.0,3.0,117.0,3
4712,Vijayanagar,1046.0,2.0,75.0,2
4713,Vijayanagar,606.0,1.0,40.0,1
4716,Vijayanagar,1760.0,3.0,140.0,3
4717,Vijayanagar,2047.0,3.0,136.0,3
4719,Vijayanagar,1178.0,2.0,82.0,2
4720,Vijayanagar,864.0,2.0,45.0,2
4721,Vijayanagar,920.0,2.0,60.0,2
4722,Vijayanagar,1019.0,2.0,58.0,2
4723,Vijayanagar,2400.0,6.0,125.0,5
4724,Vijayanagar,1180.0,2.0,86.0,2
4726,Vishveshwarya Layout,750.0,1.0,30.0,1
4727,Vishveshwarya Layout,2100.0,6.0,92.0,6
4728,Vishwapriya Layout,770.0,2.0,30.0,2
4729,Vishwapriya Layout,910.0,2.0,36.0,2
4730,Vittasandra,1246.0,2.0,67.0,2
4731,Vittasandra,1246.0,2.0,67.3,2
4732,Vittasandra,1246.0,2.0,64.5,2
4733,Vittasandra,1246.0,2.0,64.5,2
4734,Vittasandra,1404.0,2.0,75.0,2
4735,Vittasandra,1246.0,2.0,65.0,2
4736,Vittasandra,1246.0,2.0,67.4,2
4737,Vittasandra,1259.0,2.0,67.4,2
4738,Vittasandra,1246.0,2.0,67.4,2
4739,Vittasandra,1246.0,2.0,65.4,2
4741,Vittasandra,1246.0,2.0,67.4,2
4743,Vittasandra,1246.0,2.0,67.3,2
4744,Vittasandra,1259.0,2.0,67.48,2
4745,Vittasandra,1404.0,2.0,75.0,2
4747,Vittasandra,1246.0,2.0,67.0,2
4750,Vittasandra,1404.0,2.0,72.0,2
4751,Vittasandra,1246.0,2.0,65.0,2
4752,Vittasandra,1246.0,2.0,67.4,2
4755,Whitefield,1459.0,2.0,94.82,2
4759,Whitefield,1280.0,2.0,75.0,2
4761,Whitefield,11890.0,4.0,700.0,4
4763,Whitefield,1150.0,2.0,70.0,2
4764,Whitefield,1768.0,3.0,101.0,3
4766,Whitefield,1790.0,3.0,100.0,3
4767,Whitefield,1720.0,3.0,100.0,3
4769,Whitefield,1640.0,4.0,91.0,3
4772,Whitefield,2280.0,4.0,126.0,3
4775,Whitefield,2225.0,2.0,125.0,3
4779,Whitefield,1697.0,3.0,94.79,3
4780,Whitefield,1700.0,3.0,115.0,3
4782,Whitefield,2842.0,3.0,162.0,3
4785,Whitefield,1280.0,2.0,75.0,2
4787,Whitefield,1405.0,2.0,78.0,3
4790,Whitefield,1192.0,2.0,71.0,2
4793,Whitefield,1626.0,3.0,89.0,3
4794,Whitefield,1585.0,3.0,88.0,3
4795,Whitefield,665.0,2.0,28.585,1
4797,Whitefield,1280.0,2.0,85.0,2
4798,Whitefield,1200.0,3.0,68.5,3
4799,Whitefield,1697.0,3.0,108.0,3
4801,Whitefield,1485.0,2.0,90.0,2
4802,Whitefield,950.0,1.0,50.0,1
4803,Whitefield,3584.0,4.0,199.0,4
4804,Whitefield,825.0,1.0,45.0,1
4808,Whitefield,1216.0,2.0,79.0,2
4813,Whitefield,920.0,2.0,63.0,2
4814,Whitefield,1170.0,2.0,71.0,2
4815,Whitefield,1118.0,2.0,75.0,2
4816,Whitefield,1800.0,3.0,110.0,3
4817,Whitefield,1562.0,3.0,103.0,3
4820,Whitefield,2321.0,4.0,128.0,3
4822,Whitefield,3010.0,3.0,200.0,3
4824,Whitefield,2500.0,4.0,155.0,4
4825,Whitefield,905.0,1.0,55.0,1
4826,Whitefield,2268.0,3.0,146.0,4
4829,Whitefield,630.5,1.0,32.79,1
4830,Whitefield,3537.0,5.0,210.0,4
4832,Whitefield,1697.0,3.0,115.0,3
4836,Whitefield,1269.0,2.0,75.0,2
4840,Whitefield,2830.0,5.0,160.0,4
4841,Whitefield,1195.0,2.0,70.0,2
4843,Whitefield,1250.0,2.0,72.0,2
4844,Whitefield,709.0,1.0,34.385,1
4846,Whitefield,1320.0,2.0,79.5,2
4850,Whitefield,1405.0,2.0,84.5,2
4852,Whitefield,2400.0,4.0,147.0,4
4854,Whitefield,624.0,1.0,35.0,1
4855,Whitefield,1700.0,3.0,95.0,3
4856,Whitefield,2928.0,4.0,198.0,4
4858,Whitefield,2700.0,5.0,175.0,3
4860,Whitefield,2155.0,3.0,125.0,4
4861,Whitefield,905.0,1.0,52.0,1
4864,Whitefield,1216.0,2.0,75.0,2
4865,Whitefield,1355.0,2.0,78.0,2
4866,Whitefield,1255.0,2.0,77.0,2
4867,Whitefield,1216.0,2.0,73.0,2
4868,Whitefield,709.0,1.0,34.735,1
4871,Whitefield,1745.0,3.0,100.0,3
4872,Whitefield,825.0,1.0,44.9,1
4875,Whitefield,1862.0,3.0,125.0,3
4876,Whitefield,1655.0,3.0,113.0,3
4877,Whitefield,530.0,1.0,29.44,1
4879,Whitefield,905.0,1.0,50.0,1
4881,Whitefield,1230.0,4.0,80.0,4
4882,Whitefield,630.5,1.0,32.15,1
4883,Whitefield,905.0,1.0,52.0,1
4885,Whitefield,1216.0,2.0,83.0,2
4890,Whitefield,4075.0,5.0,226.0,4
4891,Whitefield,1216.0,2.0,75.0,2
4895,Whitefield,2856.0,5.0,154.5,4
4897,Whitefield,2856.0,5.0,158.5,4
4899,Whitefield,2882.0,5.0,158.0,4
4900,Whitefield,750.0,1.0,51.0,1
4901,Whitefield,1173.0,2.0,77.0,2
4902,Whitefield,1200.0,3.0,68.4,3
4905,Whitefield,2856.0,5.0,157.5,4
4906,Whitefield,2173.0,3.0,128.0,3
4907,Whitefield,905.0,1.0,62.0,1
4908,Whitefield,2901.0,4.0,190.0,3
4909,Whitefield,1485.0,2.0,96.51,2
4910,Whitefield,1755.0,3.0,101.0,3
4911,Whitefield,2225.0,3.0,149.0,3
4912,Whitefield,1250.0,2.0,82.0,2
4914,Whitefield,605.0,1.0,40.0,1
4916,Whitefield,1173.0,2.0,78.2,2
4917,Whitefield,1216.0,2.0,75.0,2
4918,Whitefield,1180.0,2.0,70.0,2
4920,Whitefield,2023.0,4.0,130.0,3
4921,Whitefield,2134.0,4.0,118.0,3
4924,Whitefield,905.0,1.0,60.0,1
4929,Whitefield,1452.0,3.0,90.0,3
4932,Whitefield,2830.0,5.0,190.0,4
4933,Whitefield,1295.0,2.0,78.5,2
4936,Whitefield,1655.0,3.0,97.0,3
4937,Whitefield,1200.0,3.0,67.77,3
4938,Whitefield,1216.0,2.0,75.0,2
4941,Whitefield,3450.0,4.0,208.0,3
4943,Whitefield,2400.0,4.0,143.0,4
4944,Whitefield,1836.0,3.0,125.0,3
4946,Whitefield,3596.0,3.0,200.0,3
4949,Whitefield,1216.0,2.0,82.0,2
4950,Whitefield,1495.0,3.0,88.0,2
4951,Whitefield,1564.0,3.0,103.0,3
4955,Whitefield,1558.0,3.0,90.0,3
4956,Whitefield,1216.0,2.0,75.0,2
4958,Whitefield,1256.0,2.0,73.0,2
4960,Whitefield,1300.0,2.0,78.0,2
4961,Whitefield,1570.0,3.0,88.0,3
4963,Whitefield,1216.0,2.0,72.5,2
4964,Whitefield,2025.0,4.0,115.0,3
4966,Whitefield,2990.0,3.0,198.0,4
4969,Whitefield,1720.0,3.0,98.97,3
4970,Whitefield,1600.0,3.0,95.0,3
4971,Whitefield,1655.0,3.0,108.0,3
4972,Whitefield,1740.0,3.0,95.0,3
4974,Whitefield,1350.0,2.0,88.0,2
4976,Whitefield,1216.0,2.0,80.0,2
4981,Whitefield,1100.0,2.0,65.0,2
4984,Whitefield,1216.0,2.0,73.0,2
4989,Whitefield,2247.0,3.0,145.0,3
4990,Whitefield,3940.0,5.0,265.0,4
4992,Whitefield,1160.0,2.0,67.0,2
4994,Whitefield,1180.0,2.0,77.0,2
4995,Whitefield,2140.0,3.0,139.0,3
4996,Whitefield,1314.0,2.0,84.0,2
5000,Whitefield,1431.0,3.0,85.0,3
5001,Whitefield,524.0,1.0,29.0,1
5002,Whitefield,2830.0,4.0,161.0,4
5003,Whitefield,3075.0,2.0,188.0,4
5004,Whitefield,1655.0,3.0,110.0,3
5005,Whitefield,840.0,1.0,57.0,1
5006,Whitefield,1725.0,3.0,106.0,3
5009,Whitefield,6000.0,4.0,410.0,4
5010,Whitefield,1639.0,3.0,107.0,3
5011,Whitefield,1820.0,3.0,113.0,3
5013,Whitefield,3565.0,4.0,218.0,4
5015,Whitefield,1250.0,2.0,85.0,2
5017,Whitefield,1277.0,2.0,77.0,2
5019,Whitefield,2280.0,4.0,125.0,3
5021,Whitefield,1639.5,3.0,92.63,3
5024,Whitefield,1190.0,2.0,70.0,2
5030,Whitefield,1216.0,2.0,72.0,2
5037,Whitefield,1615.0,3.0,96.9,3
5042,Whitefield,1200.0,2.0,70.0,2
5044,Whitefield,1216.0,2.0,75.0,2
5046,Whitefield,2321.0,4.0,157.0,3
5047,Whitefield,1224.0,2.0,75.0,2
5048,Whitefield,1655.0,3.0,113.0,3
5051,Whitefield,1200.0,3.0,67.75,3
5052,Whitefield,2444.0,4.0,145.0,4
5053,Whitefield,1660.0,3.0,110.0,3
5055,Whitefield,1173.0,2.0,78.2,2
5056,Whitefield,1362.0,2.0,85.0,2
5060,Whitefield,1564.0,3.0,103.0,3
5063,Whitefield,1639.0,3.0,107.0,3
5064,Whitefield,877.0,1.0,59.0,1
5065,Whitefield,2856.0,5.0,154.5,4
5066,Whitefield,3453.0,4.0,231.0,5
5067,Yelachenahalli,2400.0,1.0,150.0,2
5068,Yelachenahalli,1080.0,2.0,55.0,2
5069,Yelachenahalli,1400.0,2.0,78.0,2
5070,Yelachenahalli,1330.0,3.0,73.5,3
5071,Yelachenahalli,1100.0,2.0,60.0,2
5073,Yelachenahalli,1103.0,2.0,55.0,2
5074,Yelachenahalli,1000.0,2.0,50.0,2
5078,Yelahanka,1705.0,3.0,95.0,3
5079,Yelahanka,1170.0,2.0,62.5,2
5082,Yelahanka,2195.0,4.0,127.0,3
5090,Yelahanka,1825.0,3.0,105.0,3
5092,Yelahanka,915.0,2.0,48.0,2
5093,Yelahanka,1517.0,3.0,76.3,3
5099,Yelahanka,1400.0,2.0,80.54,3
5101,Yelahanka,1200.0,2.0,70.0,2
5103,Yelahanka,4000.0,5.0,220.0,5
5104,Yelahanka,2675.0,4.0,140.0,4
5105,Yelahanka,654.0,1.0,37.0,1
5106,Yelahanka,1465.0,3.0,80.01,3
5109,Yelahanka,1692.0,3.0,83.0,3
5114,Yelahanka,2145.0,3.0,125.0,3
5116,Yelahanka,1322.0,2.0,75.0,2
5117,Yelahanka,602.0,1.0,26.0,1
5118,Yelahanka,1100.0,2.0,60.0,2
5119,Yelahanka,1890.0,3.0,108.0,3
5120,Yelahanka,1556.0,3.0,86.0,3
5121,Yelahanka,1610.0,4.0,85.0,3
5125,Yelahanka,1859.0,3.0,108.0,3
5130,Yelahanka,1711.0,3.0,85.61,3
5131,Yelahanka,1315.0,2.0,75.0,2
5132,Yelahanka,3600.0,6.0,200.0,6
5135,Yelahanka,1620.0,3.0,90.0,3
5136,Yelahanka,654.0,1.0,36.25,1
5137,Yelahanka,1614.0,3.0,93.0,3
5138,Yelahanka,694.0,1.0,30.84,1
5139,Yelahanka,1115.0,2.0,60.0,2
5140,Yelahanka,1653.0,3.0,93.0,3
5141,Yelahanka,654.0,1.0,38.0,1
5143,Yelahanka,1445.0,2.0,82.0,2
5145,Yelahanka,697.0,1.0,35.0,1
5146,Yelahanka,682.0,1.0,36.23,1
5147,Yelahanka,1023.0,2.0,52.59,2
5148,Yelahanka,1342.0,2.0,75.0,3
5149,Yelahanka,1823.0,3.0,103.0,3
5150,Yelahanka,1792.0,3.0,104.0,3
5151,Yelahanka,1304.0,2.0,69.97,2
5154,Yelahanka,1300.0,2.0,69.23,2
5155,Yelahanka,1705.0,3.0,91.0,3
5157,Yelahanka,1847.0,3.0,92.0,3
5159,Yelahanka,1890.0,3.0,109.0,3
5160,Yelahanka,700.0,1.0,38.0,1
5161,Yelahanka,1491.0,3.0,85.0,3
5162,Yelahanka,2088.0,5.0,110.0,4
5167,Yelahanka,1705.0,3.0,85.0,3
5168,Yelahanka,827.5,1.0,42.535,1
5170,Yelahanka,1355.0,2.0,75.0,3
5172,Yelahanka,1104.0,2.0,58.0,2
5174,Yelahanka,1175.0,2.0,67.77,2
5175,Yelahanka,602.0,1.0,33.0,1
5176,Yelahanka,1315.0,2.0,77.0,2
5178,Yelahanka,567.0,1.0,25.0,1
5180,Yelahanka,602.0,2.0,30.0,1
5183,Yelahanka,1360.0,2.0,78.19,2
5185,Yelahanka New Town,650.0,1.0,33.0,1
5186,Yelahanka New Town,500.0,1.0,20.0,1
5187,Yelahanka New Town,440.0,1.0,16.5,1
5188,Yelahanka New Town,1610.0,3.0,92.0,3
5189,Yelahanka New Town,1700.0,3.0,90.0,3
5190,Yelahanka New Town,350.0,1.0,13.5,1
5191,Yelahanka New Town,1541.0,3.0,80.0,3
5192,Yelahanka New Town,1385.0,2.0,65.0,2
5193,Yelahanka New Town,500.0,2.0,24.0,1
5194,Yelahanka New Town,450.0,1.0,16.0,1
5195,Yelahanka New Town,1599.0,3.0,80.0,3
5196,Yelahanka New Town,960.0,2.0,50.0,2
5197,Yelahanka New Town,2095.0,3.0,109.0,4
5198,Yelahanka New Town,1209.0,2.0,65.0,3
5199,Yelahanka New Town,1400.0,2.0,80.0,3
5200,Yelahanka New Town,500.0,1.0,18.0,1
5201,Yelahanka New Town,1420.0,2.0,75.0,3
5202,Yelahanka New Town,2437.0,3.0,125.0,3
5203,Yelahanka New Town,488.0,1.0,20.0,1
5204,Yelahanka New Town,1100.0,2.0,58.0,2
5206,Yelahanka New Town,1000.0,2.0,44.0,2
5208,Yelahanka New Town,1290.0,2.0,70.0,2
5209,Yelahanka New Town,1000.0,2.0,48.0,3
5210,Yelenahalli,1240.0,2.0,47.12,2
5211,Yelenahalli,1200.0,2.0,46.17,2
5212,Yelenahalli,1600.0,3.0,61.37,3
5213,Yelenahalli,1260.0,2.0,47.88,2
5215,Yelenahalli,1200.0,2.0,45.6,2
5216,Yelenahalli,1200.0,2.0,46.17,2
5217,Yelenahalli,1160.0,2.0,44.08,2
5219,Yeshwanthpur,1693.0,3.0,108.0,3
5220,Yeshwanthpur,667.0,1.0,36.85,1
5221,Yeshwanthpur,1950.0,4.0,130.0,4
5222,Yeshwanthpur,665.0,1.0,36.85,1
5226,Yeshwanthpur,671.0,1.0,36.85,1
5227,Yeshwanthpur,668.0,1.0,36.85,1
5228,Yeshwanthpur,1185.0,2.0,75.84,2
5230,Yeshwanthpur,673.0,1.0,36.85,1
5231,Yeshwanthpur,717.0,2.0,49.475,2
5232,Yeshwanthpur,3600.0,5.0,220.0,4
5234,Yeshwanthpur,605.0,1.0,41.745,1
5236,Yeshwanthpur,669.0,1.0,36.85,1
5240,Yeshwanthpur,670.0,1.0,36.85,1
5243,Yeshwanthpur,1240.0,2.0,80.0,2
5244,Yeshwanthpur,1713.0,3.0,110.0,3
5245,Yeshwanthpur,1144.0,2.0,67.0,2
5247,Yeshwanthpur,666.0,1.0,36.8,1
5252,Yeshwanthpur,994.0,2.0,54.67,1
5253,Yeshwanthpur,650.0,1.0,40.0,1
5254,Yeshwanthpur,1500.0,3.0,100.0,3
5259,Yeshwanthpur,674.0,1.0,36.85,1
5261,Yeshwanthpur,672.0,1.0,36.85,1
5264,Yeshwanthpur,1692.0,3.0,108.0,3
5273,other,600.0,1.0,38.0,1
5276,other,840.0,2.0,45.0,2
5277,other,4395.0,3.0,240.0,3
5278,other,845.0,2.0,55.0,2
5279,other,2511.0,3.0,205.0,3
5280,other,1660.0,2.0,105.0,3
5282,other,1200.0,2.0,65.0,2
5283,other,1200.0,3.0,90.0,3
5287,other,782.0,2.0,55.68,2
5288,other,1800.0,3.0,120.0,3
5289,other,1413.0,2.0,75.0,3
5290,other,945.0,2.0,54.0,2
5291,other,1870.0,3.0,110.0,3
5292,other,1260.0,2.0,85.05,3
5293,other,2795.0,4.0,235.0,3
5295,other,1904.0,3.0,150.0,3
5296,other,1425.0,2.0,75.0,3
5298,other,1500.0,3.0,100.0,3
5300,other,1783.0,3.0,115.0,3
5301,other,912.0,2.0,70.0,3
5304,other,1580.0,3.0,100.0,3
5305,other,1415.0,3.0,78.0,3
5307,other,1500.0,2.0,115.0,2
5312,other,1060.0,2.0,60.0,2
5313,other,2600.0,8.0,180.0,8
5314,other,1644.0,3.0,84.0,3
5315,other,1285.0,2.0,72.5,2
5316,other,4050.0,3.0,280.0,3
5318,other,1280.0,2.0,69.0,2
5319,other,3045.0,3.0,170.0,3
5321,other,4111.0,4.0,250.0,4
5324,other,2000.0,4.0,120.0,4
5325,other,1560.0,3.0,115.0,3
5328,other,1645.0,3.0,95.0,3
5329,other,1200.0,2.0,79.0,2
